Name,Arcs,Date,Events,Order,Part,Product,Solutions,Status,📁 Characters,📁 Location
The king realizes James is a zombie,,,,250,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,,
Adelle decides to have a tea party,,,,260,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv),
The queen begins to age,,,,270,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv),
The King arrests James,,,,280,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv),
The Queen dispairs,,,,290,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv),
The King talks with Tralvorkemen,,,,300,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,,
The King releases James,,,,310,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv),
The Doctor’s teleportation device,,,,320,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,George (Data/Characters/George%20e22279389f1e493abd308e948d47a2e8.csv),
A child at the castle gates,,,,330,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,,
The castle gates are destroyed,,,,340,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,,
Adelle’s dolls come alive,,,,350,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Samantha (Data/Characters/Samantha%20763765b8b4e341f3b0b51f37f8d7c021.csv)",
The King is killed,,,,360,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,,
The Queen dies,,,,370,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,,
James regroups,,,,380,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv),
Adelle leaves her dolls,,,,390,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Samantha (Data/Characters/Samantha%20763765b8b4e341f3b0b51f37f8d7c021.csv)",
Searching for the princess,,,,400,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,Millamer (Data/Characters/Millamer%20b9feb3f85e784020a074f460918e85b7.csv),
James prepares for battle,,,,410,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), The Raven (Data/Characters/The%20Raven%20a4d41b53da79427c8abb5f57a836dd7f.csv)",
Convergence upon Adelle’s room,,,,420,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Jakob Damond (Data/Characters/Jakob%20Damond%202ba58e628ba28058b6d1ce69dae2b62a.csv), Millamer (Data/Characters/Millamer%20b9feb3f85e784020a074f460918e85b7.csv)",
James castle action sequence,,,,430,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv),
Characters hurled out of the castle,,,,440,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Jakob Damond (Data/Characters/Jakob%20Damond%202ba58e628ba28058b6d1ce69dae2b62a.csv)",
Damond and Deadwick,,,,450,Part 2 - The Castle (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%20-%20The%20Castle%202ba58e628ba280948107f4f8d8ddfe80.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Millamer (Data/Characters/Millamer%20b9feb3f85e784020a074f460918e85b7.csv), Jakob Damond (Data/Characters/Jakob%20Damond%202ba58e628ba28058b6d1ce69dae2b62a.csv)",
James is found outside the orphanage,,,,10,Part 3 - The Asylum (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%203%20-%20The%20Asylum%202ba58e628ba280b6b48fcc278e820185.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), George (Data/Characters/George%20e22279389f1e493abd308e948d47a2e8.csv)",
James awakens in the Asylum,,,,20,Part 3 - The Asylum (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%203%20-%20The%20Asylum%202ba58e628ba280b6b48fcc278e820185.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), George (Data/Characters/George%20e22279389f1e493abd308e948d47a2e8.csv), The Nurse (Data/Characters/The%20Nurse%20ae7cf88e2f574b81aa0e515dc0b8a1e5.csv)",
Adelle and her dolls on her floating bed,,,,30,Part 3 - The Asylum (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%203%20-%20The%20Asylum%202ba58e628ba280b6b48fcc278e820185.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Samantha (Data/Characters/Samantha%20763765b8b4e341f3b0b51f37f8d7c021.csv), Mr. Mosspuddle (Data/Characters/Mr%20Mosspuddle%2027e58e628ba28079b3dbea177182d1f9.csv), The Nurse (Data/Characters/The%20Nurse%20ae7cf88e2f574b81aa0e515dc0b8a1e5.csv)",
James drugged out,,,,40,Part 3 - The Asylum (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%203%20-%20The%20Asylum%202ba58e628ba280b6b48fcc278e820185.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), George (Data/Characters/George%20e22279389f1e493abd308e948d47a2e8.csv)",
Adelle sleeping on floating bed,,,,50,Part 3 - The Asylum (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%203%20-%20The%20Asylum%202ba58e628ba280b6b48fcc278e820185.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv),
James and the nurse,,,,60,Part 3 - The Asylum (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%203%20-%20The%20Asylum%202ba58e628ba280b6b48fcc278e820185.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), The Nurse (Data/Characters/The%20Nurse%20ae7cf88e2f574b81aa0e515dc0b8a1e5.csv)",
Adelle arrives at the City of Orphans,,,,70,Part 3 - The Asylum (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%203%20-%20The%20Asylum%202ba58e628ba280b6b48fcc278e820185.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv),
Adelle meets the Lady Mediev,,,,80,Part 3 - The Asylum (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%203%20-%20The%20Asylum%202ba58e628ba280b6b48fcc278e820185.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Nivana (Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.csv)",
Adelle attends her first play,,,,90,Part 3 - The Asylum (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%203%20-%20The%20Asylum%202ba58e628ba280b6b48fcc278e820185.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Nivana (Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.csv)",
Deadwick confounded by Adelle and the crown,,,,100,Part 3 - The Asylum (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%203%20-%20The%20Asylum%202ba58e628ba280b6b48fcc278e820185.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Millamer (Data/Characters/Millamer%20b9feb3f85e784020a074f460918e85b7.csv)",
Adelle and Ivy sleepover,,,,110,Part 3 - The Asylum (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%203%20-%20The%20Asylum%202ba58e628ba280b6b48fcc278e820185.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Ivy (Data/Characters/Ivy%202bb58e628ba2803e9c34f91dccc81930.csv)",
Deadwick meets a shade,,,,120,Part 3 - The Asylum (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%203%20-%20The%20Asylum%202ba58e628ba280b6b48fcc278e820185.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,Millamer (Data/Characters/Millamer%20b9feb3f85e784020a074f460918e85b7.csv),
The doctor and the nurse,,,,130,Part 3 - The Asylum (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%203%20-%20The%20Asylum%202ba58e628ba280b6b48fcc278e820185.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"George (Data/Characters/George%20e22279389f1e493abd308e948d47a2e8.csv), The Nurse (Data/Characters/The%20Nurse%20ae7cf88e2f574b81aa0e515dc0b8a1e5.csv)",
James tormented by alternate self in the Asylum,,,,140,Part 3 - The Asylum (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%203%20-%20The%20Asylum%202ba58e628ba280b6b48fcc278e820185.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), The Nurse (Data/Characters/The%20Nurse%20ae7cf88e2f574b81aa0e515dc0b8a1e5.csv)",
Adelle goes school,,,,150,Part 3 - The Asylum (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%203%20-%20The%20Asylum%202ba58e628ba280b6b48fcc278e820185.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Nivana (Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.csv), Ivy (Data/Characters/Ivy%202bb58e628ba2803e9c34f91dccc81930.csv)",
Adelle mentored by Damond,,,,160,Part 3 - The Asylum (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%203%20-%20The%20Asylum%202ba58e628ba280b6b48fcc278e820185.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Jakob Damond (Data/Characters/Jakob%20Damond%202ba58e628ba28058b6d1ce69dae2b62a.csv), Ivy (Data/Characters/Ivy%202bb58e628ba2803e9c34f91dccc81930.csv)",
Adelle goes shopping,,,,170,Part 3 - The Asylum (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%203%20-%20The%20Asylum%202ba58e628ba280b6b48fcc278e820185.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Ivy (Data/Characters/Ivy%202bb58e628ba2803e9c34f91dccc81930.csv)",
Asylum card game,,,,180,Part 3 - The Asylum (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%203%20-%20The%20Asylum%202ba58e628ba280b6b48fcc278e820185.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv), James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), The Nurse (Data/Characters/The%20Nurse%20ae7cf88e2f574b81aa0e515dc0b8a1e5.csv)",
Damond gives Adelle a ride,,,,190,Part 3 - The Asylum (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%203%20-%20The%20Asylum%202ba58e628ba280b6b48fcc278e820185.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Jakob Damond (Data/Characters/Jakob%20Damond%202ba58e628ba28058b6d1ce69dae2b62a.csv), Ivy (Data/Characters/Ivy%202bb58e628ba2803e9c34f91dccc81930.csv)",
Plan for Adelle to sing at the Theatre,,,,200,Part 3 - The Asylum (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%203%20-%20The%20Asylum%202ba58e628ba280b6b48fcc278e820185.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Ivy (Data/Characters/Ivy%202bb58e628ba2803e9c34f91dccc81930.csv), Nivana (Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.csv)",
James numb,,,,210,Part 3 - The Asylum (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%203%20-%20The%20Asylum%202ba58e628ba280b6b48fcc278e820185.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), George (Data/Characters/George%20e22279389f1e493abd308e948d47a2e8.csv)",
City children discuss Tralvorkemen,,,,220,Part 3 - The Asylum (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%203%20-%20The%20Asylum%202ba58e628ba280b6b48fcc278e820185.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Ivy (Data/Characters/Ivy%202bb58e628ba2803e9c34f91dccc81930.csv), Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv)",
James and the Nurse 2,,,,230,Part 3 - The Asylum (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%203%20-%20The%20Asylum%202ba58e628ba280b6b48fcc278e820185.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), The Nurse (Data/Characters/The%20Nurse%20ae7cf88e2f574b81aa0e515dc0b8a1e5.csv)",
James in the Asylum courtroom,,,,240,Part 3 - The Asylum (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%203%20-%20The%20Asylum%202ba58e628ba280b6b48fcc278e820185.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), The Nurse (Data/Characters/The%20Nurse%20ae7cf88e2f574b81aa0e515dc0b8a1e5.csv), Drenodir (Data/Characters/Drenodir%20940bfbf595f74f91ad51de93d77ffd66.csv)",
James flees the Asylum,,,,250,Part 3 - The Asylum (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%203%20-%20The%20Asylum%202ba58e628ba280b6b48fcc278e820185.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv),
Tralvorkemen and Damond #1,,,,10,Part 4 - The City (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%204%20-%20The%20City%202ba58e628ba28010a75dd7c347eccd05.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Edward Tralvorkemen (Data/Characters/Edward%20Tralvorkemen%2027b58e628ba2802cac4fdedacf73cf7d.csv), Jakob Damond (Data/Characters/Jakob%20Damond%202ba58e628ba28058b6d1ce69dae2b62a.csv)",
James on the train,,,,20,Part 4 - The City (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%204%20-%20The%20City%202ba58e628ba28010a75dd7c347eccd05.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv), Mr. Mosspuddle (Data/Characters/Mr%20Mosspuddle%2027e58e628ba28079b3dbea177182d1f9.csv)",
Ivy bears her heart to Adelle,,,,30,Part 4 - The City (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%204%20-%20The%20City%202ba58e628ba28010a75dd7c347eccd05.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Ivy (Data/Characters/Ivy%202bb58e628ba2803e9c34f91dccc81930.csv)",
The heroes arrive at the City of Orphans,,,,40,Part 4 - The City (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%204%20-%20The%20City%202ba58e628ba28010a75dd7c347eccd05.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv), Mr. Mosspuddle (Data/Characters/Mr%20Mosspuddle%2027e58e628ba28079b3dbea177182d1f9.csv), The Raven (Data/Characters/The%20Raven%20a4d41b53da79427c8abb5f57a836dd7f.csv)",
James at the teahouse,,,,50,Part 4 - The City (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%204%20-%20The%20City%202ba58e628ba28010a75dd7c347eccd05.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Samantha (Data/Characters/Samantha%20763765b8b4e341f3b0b51f37f8d7c021.csv)",
The heroes head for the Theatre,,,,60,Part 4 - The City (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%204%20-%20The%20City%202ba58e628ba28010a75dd7c347eccd05.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv), Mr. Mosspuddle (Data/Characters/Mr%20Mosspuddle%2027e58e628ba28079b3dbea177182d1f9.csv), The Raven (Data/Characters/The%20Raven%20a4d41b53da79427c8abb5f57a836dd7f.csv)",
Adelle’s performance,,,,70,Part 4 - The City (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%204%20-%20The%20City%202ba58e628ba28010a75dd7c347eccd05.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Mr. Mosspuddle (Data/Characters/Mr%20Mosspuddle%2027e58e628ba28079b3dbea177182d1f9.csv), The Raven (Data/Characters/The%20Raven%20a4d41b53da79427c8abb5f57a836dd7f.csv), Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv)",
